2894961;29.21
2894973;29.65
2894985;29.61
2894997;28.76
2895009;29.21
2895021;29.22
2895033;29.16
2895045;29.21
2895057;29.21
2895069;29.17
2895081;29.21
2895093;29.61
2895105;29.61
2895117;29.21
2895129;28.78
2895141;29.21
2895153;29.22
2895165;29.61
2895177;29.21
2895189;29.22
2895201;29.21
2895213;29.21
2895225;29.61
2895237;29.21
2895249;29.19
2895261;28.36
2895273;29.21
2895285;28.78
2895297;28.80
2895309;29.61
2895321;29.61
2895333;29.21
2895345;29.63
2895357;29.63
2895369;29.21
2895381;29.22
2895393;29.17
2895405;29.60
2895417;29.19
2895429;29.61
2895441;28.80
2895472;29.16
2895484;29.17
2895496;29.21
2895508;29.17
2895520;29.17
2895532;28.76
2895544;29.21
2895556;29.21
2895568;29.60
2895580;29.63
